#Data    ; Gap       ; Datasieving ; Buffer ; Performance
#Byte    ; Byte      ; on/off      ; MByte  ; MByte/s
2048000  ; 20480000  ; 0           ; 1      ; 64          
2048000  ; 20480000  ; 0           ; 1      ; 58          
2048000  ; 20480000  ; 0           ; 1      ; 59          
2048000  ; 20480000  ; 0           ; 1      ; 60          
2048000  ; 22528000  ; 0           ; 1      ; 51          
2048000  ; 22528000  ; 0           ; 1      ; 47          
2048000  ; 22528000  ; 0           ; 1      ; 45          
2048000  ; 22528000  ; 0           ; 1      ; 45          
2048000  ; 22528000  ; 0           ; 1      ; 45          
2097152  ; 0         ; 1           ; 1      ; 95          
2097152  ; 0         ; 1           ; 1      ; 96          
2097152  ; 0         ; 1           ; 1      ; 95          
2097152  ; 0         ; 1           ; 1      ; 94          
2097152  ; 0         ; 1           ; 1      ; 94          
2097152  ; 32768     ; 1           ; 1      ; 91          
2097152  ; 32768     ; 1           ; 1      ; 93          
2097152  ; 32768     ; 1           ; 1      ; 93          
2097152  ; 32768     ; 1           ; 1      ; 90          
2097152  ; 32768     ; 1           ; 1      ; 92          
2097152  ; 65536     ; 1           ; 1      ; 52          
2097152  ; 65536     ; 1           ; 1      ; 52          
2097152  ; 65536     ; 1           ; 1      ; 52          
2097152  ; 65536     ; 1           ; 1      ; 52          
2097152  ; 65536     ; 1           ; 1      ; 52          
2097152  ; 131072    ; 1           ; 1      ; 86          
2097152  ; 131072    ; 1           ; 1      ; 87          
2097152  ; 131072    ; 1           ; 1      ; 84          
2097152  ; 131072    ; 1           ; 1      ; 84          
2097152  ; 131072    ; 1           ; 1      ; 81          
2097152  ; 262144    ; 1           ; 1      ; 79          
2097152  ; 262144    ; 1           ; 1      ; 83          
2097152  ; 262144    ; 1           ; 1      ; 80          
2097152  ; 262144    ; 1           ; 1      ; 86          
2097152  ; 262144    ; 1           ; 1      ; 82          
2097152  ; 524288    ; 1           ; 1      ; 47          
2097152  ; 524288    ; 1           ; 1      ; 50          
2097152  ; 1048576   ; 1           ; 1      ; 52          
2097152  ; 1048576   ; 1           ; 1      ; 59          
2097152  ; 1048576   ; 1           ; 1      ; 59          
2097152  ; 1048576   ; 1           ; 1      ; 55          
2097152  ; 1048576   ; 1           ; 1      ; 55          
2097152  ; 2097152   ; 1           ; 1      ; 104         
2097152  ; 2097152   ; 1           ; 1      ; 107         
2097152  ; 2097152   ; 1           ; 1      ; 106         
2097152  ; 2097152   ; 1           ; 1      ; 108         
2097152  ; 2097152   ; 1           ; 1      ; 106         
2097152  ; 4194304   ; 1           ; 1      ; 96          
2097152  ; 4194304   ; 1           ; 1      ; 84          
2097152  ; 4194304   ; 1           ; 1      ; 79          
2097152  ; 4194304   ; 1           ; 1      ; 89          
2097152  ; 4194304   ; 1           ; 1      ; 80          
2097152  ; 6291456   ; 1           ; 1      ; 104         
2097152  ; 6291456   ; 1           ; 1      ; 106         
2097152  ; 6291456   ; 1           ; 1      ; 104         
2097152  ; 6291456   ; 1           ; 1      ; 105         
2097152  ; 6291456   ; 1           ; 1      ; 100         
2097152  ; 8388608   ; 1           ; 1      ; 110         
2097152  ; 8388608   ; 1           ; 1      ; 108         
2097152  ; 8388608   ; 1           ; 1      ; 108         
2097152  ; 8388608   ; 1           ; 1      ; 109         
2097152  ; 8388608   ; 1           ; 1      ; 109         
2097152  ; 10485760  ; 1           ; 1      ; 100         
2097152  ; 10485760  ; 1           ; 1      ; 105         
2097152  ; 10485760  ; 1           ; 1      ; 106         
2097152  ; 10485760  ; 1           ; 1      ; 105         
2097152  ; 10485760  ; 1           ; 1      ; 105         
2097152  ; 12582912  ; 1           ; 1      ; 88          
2097152  ; 12582912  ; 1           ; 1      ; 89          
2097152  ; 12582912  ; 1           ; 1      ; 78          
2097152  ; 12582912  ; 1           ; 1      ; 70          
2097152  ; 12582912  ; 1           ; 1      ; 83          
2097152  ; 14680064  ; 1           ; 1      ; 103         
2097152  ; 14680064  ; 1           ; 1      ; 108         
2097152  ; 14680064  ; 1           ; 1      ; 101         
2097152  ; 14680064  ; 1           ; 1      ; 105         
2097152  ; 14680064  ; 1           ; 1      ; 106         
2097152  ; 16777216  ; 1           ; 1      ; 86          
2097152  ; 16777216  ; 1           ; 1      ; 81          
2097152  ; 16777216  ; 1           ; 1      ; 84          
2097152  ; 16777216  ; 1           ; 1      ; 85          
2097152  ; 16777216  ; 1           ; 1      ; 83          
2097152  ; 18874368  ; 1           ; 1      ; 108         
2097152  ; 18874368  ; 1           ; 1      ; 108         
2097152  ; 18874368  ; 1           ; 1      ; 102         
2097152  ; 18874368  ; 1           ; 1      ; 100         
2097152  ; 18874368  ; 1           ; 1      ; 100         
2097152  ; 20971520  ; 1           ; 1      ; 77          
2097152  ; 20971520  ; 1           ; 1      ; 77          
2097152  ; 20971520  ; 1           ; 1      ; 73          
2097152  ; 20971520  ; 1           ; 1      ; 73          
2097152  ; 20971520  ; 1           ; 1      ; 78          
2097152  ; 23068672  ; 1           ; 1      ; 106         
2097152  ; 23068672  ; 1           ; 1      ; 103         
2097152  ; 23068672  ; 1           ; 1      ; 102         
2097152  ; 23068672  ; 1           ; 1      ; 100         
2097152  ; 23068672  ; 1           ; 1      ; 103         
2097152  ; 0         ; 0           ; 1      ; 96          
2097152  ; 0         ; 0           ; 1      ; 93          
2097152  ; 0         ; 0           ; 1      ; 94          
2097152  ; 0         ; 0           ; 1      ; 94          
2097152  ; 0         ; 0           ; 1      ; 94          
2097152  ; 32768     ; 0           ; 1      ; 94          
2097152  ; 32768     ; 0           ; 1      ; 94          
2097152  ; 32768     ; 0           ; 1      ; 94          
2097152  ; 32768     ; 0           ; 1      ; 93          
2097152  ; 32768     ; 0           ; 1      ; 93          
2097152  ; 65536     ; 0           ; 1      ; 50          
2097152  ; 65536     ; 0           ; 1      ; 51          
2097152  ; 65536     ; 0           ; 1      ; 51          
2097152  ; 65536     ; 0           ; 1      ; 48          
2097152  ; 65536     ; 0           ; 1      ; 50          
2097152  ; 131072    ; 0           ; 1      ; 86          
2097152  ; 131072    ; 0           ; 1      ; 84          
2097152  ; 131072    ; 0           ; 1      ; 89          
2097152  ; 131072    ; 0           ; 1      ; 87          
2097152  ; 131072    ; 0           ; 1      ; 87          
2097152  ; 262144    ; 0           ; 1      ; 84          
2097152  ; 262144    ; 0           ; 1      ; 80          
2097152  ; 262144    ; 0           ; 1      ; 84          
2097152  ; 262144    ; 0           ; 1      ; 84          
2097152  ; 262144    ; 0           ; 1      ; 83          
2097152  ; 524288    ; 0           ; 1      ; 48          
2097152  ; 524288    ; 0           ; 1      ; 48          
2097152  ; 524288    ; 0           ; 1      ; 48          
2097152  ; 524288    ; 0           ; 1      ; 47          
2097152  ; 524288    ; 0           ; 1      ; 49          
2097152  ; 1048576   ; 0           ; 1      ; 57          
2097152  ; 1048576   ; 0           ; 1      ; 56          
2097152  ; 1048576   ; 0           ; 1      ; 53          
2097152  ; 1048576   ; 0           ; 1      ; 59          
2097152  ; 1048576   ; 0           ; 1      ; 52          
2097152  ; 2097152   ; 0           ; 1      ; 108         
2097152  ; 2097152   ; 0           ; 1      ; 109         
2097152  ; 2097152   ; 0           ; 1      ; 110         
2097152  ; 2097152   ; 0           ; 1      ; 109         
2097152  ; 2097152   ; 0           ; 1      ; 108         
2097152  ; 4194304   ; 0           ; 1      ; 88          
2097152  ; 4194304   ; 0           ; 1      ; 87          
2097152  ; 4194304   ; 0           ; 1      ; 90          
2097152  ; 4194304   ; 0           ; 1      ; 87          
2097152  ; 4194304   ; 0           ; 1      ; 90          
2097152  ; 6291456   ; 0           ; 1      ; 108         
2097152  ; 6291456   ; 0           ; 1      ; 108         
2097152  ; 6291456   ; 0           ; 1      ; 105         
2097152  ; 6291456   ; 0           ; 1      ; 106         
2097152  ; 6291456   ; 0           ; 1      ; 106         
2097152  ; 8388608   ; 0           ; 1      ; 110         
2097152  ; 8388608   ; 0           ; 1      ; 110         
2097152  ; 8388608   ; 0           ; 1      ; 110         
2097152  ; 8388608   ; 0           ; 1      ; 109         
2097152  ; 8388608   ; 0           ; 1      ; 108         
2097152  ; 10485760  ; 0           ; 1      ; 103         
2097152  ; 10485760  ; 0           ; 1      ; 106         
2097152  ; 10485760  ; 0           ; 1      ; 107         
2097152  ; 10485760  ; 0           ; 1      ; 100         
2097152  ; 10485760  ; 0           ; 1      ; 103         
2097152  ; 12582912  ; 0           ; 1      ; 84          
2097152  ; 12582912  ; 0           ; 1      ; 90          
2097152  ; 12582912  ; 0           ; 1      ; 72          
2097152  ; 12582912  ; 0           ; 1      ; 79          
2097152  ; 12582912  ; 0           ; 1      ; 76          
2097152  ; 14680064  ; 0           ; 1      ; 104         
2097152  ; 14680064  ; 0           ; 1      ; 104         
2097152  ; 14680064  ; 0           ; 1      ; 108         
2097152  ; 14680064  ; 0           ; 1      ; 105         
2097152  ; 14680064  ; 0           ; 1      ; 107         
2097152  ; 16777216  ; 0           ; 1      ; 90          
2097152  ; 16777216  ; 0           ; 1      ; 85          
2097152  ; 16777216  ; 0           ; 1      ; 79          
2097152  ; 16777216  ; 0           ; 1      ; 75          
2097152  ; 16777216  ; 0           ; 1      ; 79          
2097152  ; 18874368  ; 0           ; 1      ; 109         
2097152  ; 18874368  ; 0           ; 1      ; 107         
2097152  ; 18874368  ; 0           ; 1      ; 102         
2097152  ; 18874368  ; 0           ; 1      ; 102         
2097152  ; 18874368  ; 0           ; 1      ; 100         
2097152  ; 20971520  ; 0           ; 1      ; 87          
2097152  ; 20971520  ; 0           ; 1      ; 81          
2097152  ; 20971520  ; 0           ; 1      ; 74          
2097152  ; 20971520  ; 0           ; 1      ; 84          
2097152  ; 20971520  ; 0           ; 1      ; 75          
2097152  ; 23068672  ; 0           ; 1      ; 105         
2097152  ; 23068672  ; 0           ; 1      ; 104         
2097152  ; 23068672  ; 0           ; 1      ; 104         
2097152  ; 23068672  ; 0           ; 1      ; 102         
2097152  ; 23068672  ; 0           ; 1      ; 100         
8388608  ; 0         ; 1           ; 1      ; 92          
8388608  ; 0         ; 1           ; 1      ; 93          
8388608  ; 0         ; 1           ; 1      ; 95          
8388608  ; 0         ; 1           ; 1      ; 97          
8388608  ; 0         ; 1           ; 1      ; 93          
8388608  ; 4194304   ; 1           ; 1      ; 90          
8388608  ; 4194304   ; 1           ; 1      ; 94          
8388608  ; 4194304   ; 1           ; 1      ; 99          
8388608  ; 4194304   ; 1           ; 1      ; 94          
8388608  ; 4194304   ; 1           ; 1      ; 97          
8388608  ; 8388608   ; 1           ; 1      ; 95          
8388608  ; 8388608   ; 1           ; 1      ; 98          
8388608  ; 8388608   ; 1           ; 1      ; 101         
8388608  ; 8388608   ; 1           ; 1      ; 93          
8388608  ; 8388608   ; 1           ; 1      ; 93          
8388608  ; 16777216  ; 1           ; 1      ; 98          
8388608  ; 16777216  ; 1           ; 1      ; 96          
8388608  ; 16777216  ; 1           ; 1      ; 92          
8388608  ; 16777216  ; 1           ; 1      ; 98          
8388608  ; 16777216  ; 1           ; 1      ; 97          
8388608  ; 25165824  ; 1           ; 1      ; 97          
8388608  ; 25165824  ; 1           ; 1      ; 89          
8388608  ; 25165824  ; 1           ; 1      ; 88          
8388608  ; 25165824  ; 1           ; 1      ; 92          
8388608  ; 25165824  ; 1           ; 1      ; 96          
8388608  ; 33554432  ; 1           ; 1      ; 109         
8388608  ; 33554432  ; 1           ; 1      ; 109         
8388608  ; 33554432  ; 1           ; 1      ; 107         
8388608  ; 33554432  ; 1           ; 1      ; 108         
8388608  ; 33554432  ; 1           ; 1      ; 107         
8388608  ; 41943040  ; 1           ; 1      ; 87          
8388608  ; 41943040  ; 1           ; 1      ; 87          
8388608  ; 41943040  ; 1           ; 1      ; 94          
8388608  ; 41943040  ; 1           ; 1      ; 88          
8388608  ; 41943040  ; 1           ; 1      ; 89          
8388608  ; 50331648  ; 1           ; 1      ; 93          
8388608  ; 50331648  ; 1           ; 1      ; 99          
8388608  ; 50331648  ; 1           ; 1      ; 93          
8388608  ; 50331648  ; 1           ; 1      ; 91          
8388608  ; 50331648  ; 1           ; 1      ; 91          
8388608  ; 58720256  ; 1           ; 1      ; 95          
8388608  ; 58720256  ; 1           ; 1      ; 94          
8388608  ; 58720256  ; 1           ; 1      ; 96          
8388608  ; 58720256  ; 1           ; 1      ; 89          
8388608  ; 58720256  ; 1           ; 1      ; 93          
8388608  ; 67108864  ; 1           ; 1      ; 90          
8388608  ; 67108864  ; 1           ; 1      ; 99          
8388608  ; 67108864  ; 1           ; 1      ; 92          
8388608  ; 67108864  ; 1           ; 1      ; 84          
8388608  ; 67108864  ; 1           ; 1      ; 89          
8388608  ; 75497472  ; 1           ; 1      ; 105         
8388608  ; 75497472  ; 1           ; 1      ; 106         
8388608  ; 75497472  ; 1           ; 1      ; 101         
8388608  ; 75497472  ; 1           ; 1      ; 102         
8388608  ; 75497472  ; 1           ; 1      ; 103         
8388608  ; 83886080  ; 1           ; 1      ; 90          
8388608  ; 83886080  ; 1           ; 1      ; 80          
8388608  ; 83886080  ; 1           ; 1      ; 93          
8388608  ; 83886080  ; 1           ; 1      ; 79          
8388608  ; 83886080  ; 1           ; 1      ; 82          
8388608  ; 92274688  ; 1           ; 1      ; 90          
8388608  ; 92274688  ; 1           ; 1      ; 98          
8388608  ; 92274688  ; 1           ; 1      ; 95          
8388608  ; 92274688  ; 1           ; 1      ; 89          
8388608  ; 92274688  ; 1           ; 1      ; 86          
8388608  ; 0         ; 0           ; 1      ; 90          
8388608  ; 0         ; 0           ; 1      ; 89          
8388608  ; 0         ; 0           ; 1      ; 88          
8388608  ; 0         ; 0           ; 1      ; 88          
8388608  ; 0         ; 0           ; 1      ; 91          
8388608  ; 131072    ; 0           ; 1      ; 65          
8388608  ; 131072    ; 0           ; 1      ; 71          
8388608  ; 131072    ; 0           ; 1      ; 65          
8388608  ; 131072    ; 0           ; 1      ; 65          
8388608  ; 131072    ; 0           ; 1      ; 68          
8388608  ; 262144    ; 0           ; 1      ; 66          
8388608  ; 262144    ; 0           ; 1      ; 65          
8388608  ; 262144    ; 0           ; 1      ; 64          
8388608  ; 262144    ; 0           ; 1      ; 67          
8388608  ; 262144    ; 0           ; 1      ; 67          
8388608  ; 524288    ; 0           ; 1      ; 65          
8388608  ; 524288    ; 0           ; 1      ; 65          
8388608  ; 524288    ; 0           ; 1      ; 67          
8388608  ; 524288    ; 0           ; 1      ; 72          
8388608  ; 524288    ; 0           ; 1      ; 67          
8388608  ; 1048576   ; 0           ; 1      ; 73          
8388608  ; 1048576   ; 0           ; 1      ; 66          
8388608  ; 1048576   ; 0           ; 1      ; 74          
8388608  ; 1048576   ; 0           ; 1      ; 74          
8388608  ; 1048576   ; 0           ; 1      ; 71          
8388608  ; 2097152   ; 0           ; 1      ; 97          
8388608  ; 2097152   ; 0           ; 1      ; 94          
8388608  ; 2097152   ; 0           ; 1      ; 97          
8388608  ; 2097152   ; 0           ; 1      ; 95          
8388608  ; 2097152   ; 0           ; 1      ; 94          
8388608  ; 4194304   ; 0           ; 1      ; 85          
8388608  ; 4194304   ; 0           ; 1      ; 87          
8388608  ; 4194304   ; 0           ; 1      ; 83          
8388608  ; 4194304   ; 0           ; 1      ; 88          
8388608  ; 4194304   ; 0           ; 1      ; 87          
8388608  ; 8388608   ; 0           ; 1      ; 83          
8388608  ; 8388608   ; 0           ; 1      ; 82          
8388608  ; 8388608   ; 0           ; 1      ; 76          
8388608  ; 8388608   ; 0           ; 1      ; 82          
8388608  ; 8388608   ; 0           ; 1      ; 85          
8388608  ; 16777216  ; 0           ; 1      ; 89          
8388608  ; 16777216  ; 0           ; 1      ; 82          
8388608  ; 16777216  ; 0           ; 1      ; 80          
8388608  ; 16777216  ; 0           ; 1      ; 91          
8388608  ; 16777216  ; 0           ; 1      ; 88          
8388608  ; 25165824  ; 0           ; 1      ; 91          
8388608  ; 25165824  ; 0           ; 1      ; 91          
8388608  ; 25165824  ; 0           ; 1      ; 88          
8388608  ; 25165824  ; 0           ; 1      ; 77          
8388608  ; 25165824  ; 0           ; 1      ; 86          
8388608  ; 33554432  ; 0           ; 1      ; 104         
8388608  ; 33554432  ; 0           ; 1      ; 108         
8388608  ; 33554432  ; 0           ; 1      ; 104         
8388608  ; 33554432  ; 0           ; 1      ; 104         
8388608  ; 33554432  ; 0           ; 1      ; 99          
8388608  ; 41943040  ; 0           ; 1      ; 78          
8388608  ; 41943040  ; 0           ; 1      ; 78          
8388608  ; 41943040  ; 0           ; 1      ; 75          
8388608  ; 41943040  ; 0           ; 1      ; 73          
8388608  ; 41943040  ; 0           ; 1      ; 74          
8388608  ; 50331648  ; 0           ; 1      ; 86          
8388608  ; 50331648  ; 0           ; 1      ; 87          
8388608  ; 50331648  ; 0           ; 1      ; 78          
8388608  ; 50331648  ; 0           ; 1      ; 75          
8388608  ; 50331648  ; 0           ; 1      ; 76          
8388608  ; 58720256  ; 0           ; 1      ; 97          
8388608  ; 58720256  ; 0           ; 1      ; 88          
8388608  ; 58720256  ; 0           ; 1      ; 84          
8388608  ; 58720256  ; 0           ; 1      ; 71          
8388608  ; 58720256  ; 0           ; 1      ; 72          
8388608  ; 67108864  ; 0           ; 1      ; 89          
8388608  ; 67108864  ; 0           ; 1      ; 90          
8388608  ; 67108864  ; 0           ; 1      ; 84          
8388608  ; 67108864  ; 0           ; 1      ; 95          
8388608  ; 67108864  ; 0           ; 1      ; 82          
8388608  ; 75497472  ; 0           ; 1      ; 106         
8388608  ; 75497472  ; 0           ; 1      ; 101         
8388608  ; 75497472  ; 0           ; 1      ; 103         
8388608  ; 75497472  ; 0           ; 1      ; 103         
8388608  ; 75497472  ; 0           ; 1      ; 97          
8388608  ; 83886080  ; 0           ; 1      ; 74          
8388608  ; 83886080  ; 0           ; 1      ; 75          
8388608  ; 83886080  ; 0           ; 1      ; 65          
8388608  ; 83886080  ; 0           ; 1      ; 72          
8388608  ; 83886080  ; 0           ; 1      ; 65          
8388608  ; 92274688  ; 0           ; 1      ; 82          
8388608  ; 92274688  ; 0           ; 1      ; 87          
8388608  ; 92274688  ; 0           ; 1      ; 82          
8388608  ; 92274688  ; 0           ; 1      ; 94          
8388608  ; 92274688  ; 0           ; 1      ; 89          
20480000 ; 0         ; 1           ; 1      ; 97          
20480000 ; 0         ; 1           ; 1      ; 95          
20480000 ; 0         ; 1           ; 1      ; 94          
20480000 ; 0         ; 1           ; 1      ; 96          
20480000 ; 0         ; 1           ; 1      ; 96          
20480000 ; 320000    ; 1           ; 1      ; 95          
20480000 ; 320000    ; 1           ; 1      ; 99          
20480000 ; 320000    ; 1           ; 1      ; 98          
20480000 ; 320000    ; 1           ; 1      ; 97          
20480000 ; 320000    ; 1           ; 1      ; 97          
20480000 ; 640000    ; 1           ; 1      ; 59          
20480000 ; 640000    ; 1           ; 1      ; 58          
20480000 ; 640000    ; 1           ; 1      ; 56          
20480000 ; 640000    ; 1           ; 1      ; 56          
20480000 ; 640000    ; 1           ; 1      ; 56          
20480000 ; 1280000   ; 1           ; 1      ; 43          
20480000 ; 1280000   ; 1           ; 1      ; 40          
20480000 ; 1280000   ; 1           ; 1      ; 42          
20480000 ; 1280000   ; 1           ; 1      ; 41          
20480000 ; 1280000   ; 1           ; 1      ; 41          
20480000 ; 2560000   ; 1           ; 1      ; 42          
20480000 ; 2560000   ; 1           ; 1      ; 40          
20480000 ; 2560000   ; 1           ; 1      ; 41          
20480000 ; 2560000   ; 1           ; 1      ; 43          
20480000 ; 2560000   ; 1           ; 1      ; 39          
20480000 ; 5120000   ; 1           ; 1      ; 81          
20480000 ; 5120000   ; 1           ; 1      ; 81          
20480000 ; 5120000   ; 1           ; 1      ; 83          
20480000 ; 5120000   ; 1           ; 1      ; 83          
20480000 ; 5120000   ; 1           ; 1      ; 86          
20480000 ; 10240000  ; 1           ; 1      ; 77          
20480000 ; 10240000  ; 1           ; 1      ; 80          
20480000 ; 10240000  ; 1           ; 1      ; 77          
20480000 ; 10240000  ; 1           ; 1      ; 82          
20480000 ; 10240000  ; 1           ; 1      ; 82          
20480000 ; 20480000  ; 1           ; 1      ; 80          
20480000 ; 20480000  ; 1           ; 1      ; 82          
20480000 ; 20480000  ; 1           ; 1      ; 88          
20480000 ; 20480000  ; 1           ; 1      ; 84          
20480000 ; 20480000  ; 1           ; 1      ; 83          
20480000 ; 40960000  ; 1           ; 1      ; 81          
20480000 ; 40960000  ; 1           ; 1      ; 81          
20480000 ; 40960000  ; 1           ; 1      ; 78          
20480000 ; 40960000  ; 1           ; 1      ; 81          
20480000 ; 40960000  ; 1           ; 1      ; 75          
20480000 ; 61440000  ; 1           ; 1      ; 77          
20480000 ; 61440000  ; 1           ; 1      ; 76          
20480000 ; 61440000  ; 1           ; 1      ; 79          
20480000 ; 61440000  ; 1           ; 1      ; 73          
20480000 ; 61440000  ; 1           ; 1      ; 72          
20480000 ; 81920000  ; 1           ; 1      ; 68          
20480000 ; 81920000  ; 1           ; 1      ; 78          
20480000 ; 81920000  ; 1           ; 1      ; 75          
20480000 ; 81920000  ; 1           ; 1      ; 70          
20480000 ; 81920000  ; 1           ; 1      ; 72          
20480000 ; 102400000 ; 1           ; 1      ; 66          
20480000 ; 102400000 ; 1           ; 1      ; 66          
20480000 ; 102400000 ; 1           ; 1      ; 69          
20480000 ; 102400000 ; 1           ; 1      ; 64          
20480000 ; 102400000 ; 1           ; 1      ; 64          
20480000 ; 122880000 ; 1           ; 1      ; 64          
20480000 ; 122880000 ; 1           ; 1      ; 67          
20480000 ; 122880000 ; 1           ; 1      ; 65          
20480000 ; 122880000 ; 1           ; 1      ; 64          
20480000 ; 122880000 ; 1           ; 1      ; 64          
20480000 ; 143360000 ; 1           ; 1      ; 71          
20480000 ; 143360000 ; 1           ; 1      ; 78          
20480000 ; 143360000 ; 1           ; 1      ; 67          
20480000 ; 143360000 ; 1           ; 1      ; 72          
20480000 ; 143360000 ; 1           ; 1      ; 68          
20480000 ; 163840000 ; 1           ; 1      ; 73          
20480000 ; 163840000 ; 1           ; 1      ; 59          
20480000 ; 163840000 ; 1           ; 1      ; 64          
20480000 ; 163840000 ; 1           ; 1      ; 73          
20480000 ; 163840000 ; 1           ; 1      ; 67          
20480000 ; 184320000 ; 1           ; 1      ; 68          
20480000 ; 184320000 ; 1           ; 1      ; 68          
20480000 ; 184320000 ; 1           ; 1      ; 72          
20480000 ; 184320000 ; 1           ; 1      ; 83          
20480000 ; 184320000 ; 1           ; 1      ; 70          
20480000 ; 204800000 ; 1           ; 1      ; 74          
20480000 ; 204800000 ; 1           ; 1      ; 79          
20480000 ; 204800000 ; 1           ; 1      ; 63          
20480000 ; 204800000 ; 1           ; 1      ; 81          
20480000 ; 204800000 ; 1           ; 1      ; 75          
20480000 ; 225280000 ; 1           ; 1      ; 79          
20480000 ; 225280000 ; 1           ; 1      ; 80          
20480000 ; 225280000 ; 1           ; 1      ; 76          
20480000 ; 225280000 ; 1           ; 1      ; 79          
20480000 ; 225280000 ; 1           ; 1      ; 81          
20480000 ; 0         ; 0           ; 1      ; 93          
20480000 ; 0         ; 0           ; 1      ; 96          
20480000 ; 0         ; 0           ; 1      ; 96          
20480000 ; 0         ; 0           ; 1      ; 96          
20480000 ; 0         ; 0           ; 1      ; 95          
33554432 ; 0         ; 1           ; 1      ; 97          
33554432 ; 0         ; 1           ; 1      ; 96          
33554432 ; 0         ; 1           ; 1      ; 89          
33554432 ; 0         ; 1           ; 1      ; 95          
33554432 ; 0         ; 1           ; 1      ; 97          
33554432 ; 16777216  ; 1           ; 1      ; 78          
33554432 ; 16777216  ; 1           ; 1      ; 81          
33554432 ; 16777216  ; 1           ; 1      ; 80          
33554432 ; 16777216  ; 1           ; 1      ; 80          
33554432 ; 16777216  ; 1           ; 1      ; 73          
33554432 ; 33554432  ; 1           ; 1      ; 72          
33554432 ; 33554432  ; 1           ; 1      ; 75          
33554432 ; 33554432  ; 1           ; 1      ; 74          
33554432 ; 33554432  ; 1           ; 1      ; 75          
33554432 ; 33554432  ; 1           ; 1      ; 77          
33554432 ; 67108864  ; 1           ; 1      ; 73          
33554432 ; 67108864  ; 1           ; 1      ; 66          
33554432 ; 67108864  ; 1           ; 1      ; 67          
33554432 ; 67108864  ; 1           ; 1      ; 68          
33554432 ; 67108864  ; 1           ; 1      ; 74          
33554432 ; 100663296 ; 1           ; 1      ; 73          
33554432 ; 100663296 ; 1           ; 1      ; 81          
33554432 ; 100663296 ; 1           ; 1      ; 75          
33554432 ; 100663296 ; 1           ; 1      ; 81          
33554432 ; 100663296 ; 1           ; 1      ; 76          
33554432 ; 134217728 ; 1           ; 1      ; 80          
33554432 ; 134217728 ; 1           ; 1      ; 84          
33554432 ; 134217728 ; 1           ; 1      ; 77          
33554432 ; 134217728 ; 1           ; 1      ; 75          
33554432 ; 134217728 ; 1           ; 1      ; 79          
33554432 ; 167772160 ; 1           ; 1      ; 79          
33554432 ; 167772160 ; 1           ; 1      ; 71          
33554432 ; 167772160 ; 1           ; 1      ; 74          
33554432 ; 167772160 ; 1           ; 1      ; 76          
33554432 ; 167772160 ; 1           ; 1      ; 79          
33554432 ; 201326592 ; 1           ; 1      ; 74          
33554432 ; 201326592 ; 1           ; 1      ; 69          
33554432 ; 201326592 ; 1           ; 1      ; 78          
33554432 ; 201326592 ; 1           ; 1      ; 70          
33554432 ; 201326592 ; 1           ; 1      ; 80          
33554432 ; 234881024 ; 1           ; 1      ; 69          
33554432 ; 234881024 ; 1           ; 1      ; 86          
33554432 ; 234881024 ; 1           ; 1      ; 69          
33554432 ; 234881024 ; 1           ; 1      ; 83          
33554432 ; 234881024 ; 1           ; 1      ; 77          
33554432 ; 268435456 ; 1           ; 1      ; 68          
33554432 ; 268435456 ; 1           ; 1      ; 67          
33554432 ; 268435456 ; 1           ; 1      ; 70          
33554432 ; 268435456 ; 1           ; 1      ; 59          
33554432 ; 268435456 ; 1           ; 1      ; 66          
33554432 ; 301989888 ; 1           ; 1      ; 86          
33554432 ; 301989888 ; 1           ; 1      ; 84          
33554432 ; 301989888 ; 1           ; 1      ; 77          
33554432 ; 301989888 ; 1           ; 1      ; 74          
33554432 ; 301989888 ; 1           ; 1      ; 86          
33554432 ; 335544320 ; 1           ; 1      ; 69          
33554432 ; 335544320 ; 1           ; 1      ; 67          
33554432 ; 335544320 ; 1           ; 1      ; 67          
33554432 ; 335544320 ; 1           ; 1      ; 67          
33554432 ; 335544320 ; 1           ; 1      ; 64          
33554432 ; 369098752 ; 1           ; 1      ; 63          
33554432 ; 369098752 ; 1           ; 1      ; 62          
33554432 ; 369098752 ; 1           ; 1      ; 63          
33554432 ; 369098752 ; 1           ; 1      ; 76          
33554432 ; 369098752 ; 1           ; 1      ; 72          
33554432 ; 0         ; 0           ; 1      ; 97          
33554432 ; 0         ; 0           ; 1      ; 94          
33554432 ; 0         ; 0           ; 1      ; 96          
33554432 ; 0         ; 0           ; 1      ; 98          
33554432 ; 0         ; 0           ; 1      ; 98          
33554432 ; 524288    ; 0           ; 1      ; 79          
33554432 ; 524288    ; 0           ; 1      ; 83          
33554432 ; 524288    ; 0           ; 1      ; 84          
33554432 ; 524288    ; 0           ; 1      ; 82          
33554432 ; 524288    ; 0           ; 1      ; 82          
33554432 ; 1048576   ; 0           ; 1      ; 79          
33554432 ; 1048576   ; 0           ; 1      ; 83          
33554432 ; 1048576   ; 0           ; 1      ; 82          
33554432 ; 1048576   ; 0           ; 1      ; 80          
33554432 ; 1048576   ; 0           ; 1      ; 81          
33554432 ; 2097152   ; 0           ; 1      ; 84          
33554432 ; 2097152   ; 0           ; 1      ; 84          
33554432 ; 2097152   ; 0           ; 1      ; 86          
33554432 ; 2097152   ; 0           ; 1      ; 83          
33554432 ; 2097152   ; 0           ; 1      ; 83          
33554432 ; 4194304   ; 0           ; 1      ; 77          
